SerialNo,Country,ISO 3166-1 alpha-3,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other
2195,Samoa,WSM,1995,0.649415,0,0.649415,0,0,0,
2196,Samoa,WSM,1996,0.704962,0,0.704962,0,0,0,
2197,Samoa,WSM,1997,0.697737,0,0.697737,0,0,0,
2198,Samoa,WSM,1998,0.792172,0,0.792172,0,0,0,
2199,Samoa,WSM,1999,0.744017,0,0.744017,0,0,0,
2200,Samoa,WSM,2000,0.776575,0,0.776575,0,0,0,
2201,Sao Tome and Principe,STP,1990,0.395802,0,0.395802,0,0,0,
2202,Sao Tome and Principe,STP,1991,0.386988,0,0.386988,0,0,0,
2203,Sao Tome and Principe,STP,1992,0.379091,0,0.379091,0,0,0,
2204,Sao Tome and Principe,STP,1993,0.371597,0,0.371597,0,0,0,
2205,Sao Tome and Principe,STP,1994,0.364532,0,0.364532,0,0,0,
2206,Sao Tome and Principe,STP,1995,0.357928,0,0.357928,0,0,0,
2207,Sao Tome and Principe,STP,1996,0.351756,0,0.351756,0,0,0,
2208,Sao Tome and Principe,STP,1997,0.346022,0,0.346022,0,0,0,
2209,Sao Tome and Principe,STP,1998,0.34074,0,0.34074,0,0,0,
2210,Sao Tome and Principe,STP,1999,0.335891,0,0.335891,0,0,0,
2211,Sao Tome and Principe,STP,2000,0.331436,0,0.331436,0,0,0,
2212,Senegal,SEN,1990,0.416508,0,0.389446,0.001459,0.025604,0,
2213,Senegal,SEN,1991,0.435785,0,0.408251,0.000945,0.026589,0,
2214,Senegal,SEN,1992,0.429201,0,0.397896,0.000459,0.030846,0,
2215,Senegal,SEN,1993,0.431731,0,0.399186,0.003129,0.029416,0,
2216,Senegal,SEN,1994,0.455857,0,0.418293,0.004357,0.033207,0,
2217,Senegal,SEN,1995,0.397341,0,0.353978,0.010611,0.032753,0,
2218,Senegal,SEN,1996,0.414336,0,0.367501,0.009529,0.037305,0,
2219,Senegal,SEN,1997,0.351583,0,0.308399,0.004863,0.038321,0,
2220,Senegal,SEN,1998,0.359937,0,0.311802,0.004347,0.043788,0,
2221,Senegal,SEN,1999,0.380183,0,0.336304,0.00116,0.04272,0,
2222,Senegal,SEN,2000,0.402096,0,0.346227,0,0.055869,0,
2223,Serbia,SRB,1990,7.067046,5.065329,1.168,0.654206,0.167794,0.011717,
2224,Serbia,SRB,1991,5.020387,3.197766,1.043377,0.599673,0.171861,0.007709,
2225,Serbia,SRB,1992,5.49937,4.128014,0.609598,0.652703,0.109055,0,
2226,Serbia,SRB,1993,4.787658,3.844034,0.457503,0.426746,0.059375,0,
2227,Serbia,SRB,1994,4.647471,3.934138,0.43252,0.191272,0.08954,0,
2228,Serbia,SRB,1995,4.903354,4.096645,0.454714,0.255917,0.096078,0,
2229,Serbia,SRB,1996,5.732779,4.055188,0.909532,0.641159,0.1269,0,
2230,Serbia,SRB,1997,6.159985,4.138413,1.266652,0.637192,0.117729,0,
2231,Serbia,SRB,1998,6.497029,4.676561,1.113044,0.57291,0.134514,0,
2232,Serbia,SRB,1999,4.49647,3.457376,0.527949,0.415218,0.095927,0,
2233,Serbia,SRB,2000,5.664785,4.477572,0.614422,0.440995,0.131795,0,
2234,Seychelles,SYC,1990,2.114134,0,2.114134,0,0,0,
2235,Seychelles,SYC,1991,2.399978,0,2.399978,0,0,0,
2236,Seychelles,SYC,1992,2.378005,0,2.378005,0,0,0,
2237,Seychelles,SYC,1993,2.508215,0,2.508215,0,0,0,
2238,Seychelles,SYC,1994,2.728922,0,2.728922,0,0,0,
2239,Seychelles,SYC,1995,2.647434,0,2.647434,0,0,0,
2240,Seychelles,SYC,1996,3.103852,0,3.103852,0,0,0,
2241,Seychelles,SYC,1997,3.590702,0,3.590702,0,0,0,
2242,Seychelles,SYC,1998,3.727029,0,3.727029,0,0,0,
2243,Seychelles,SYC,1999,3.857674,0,3.857674,0,0,0,
2244,Seychelles,SYC,2000,3.935848,0,3.935848,0,0,0,
2245,Sierra Leone,SLE,1990,0.11944,0,0.11944,0,0,0,
2246,Sierra Leone,SLE,1991,0.133064,0,0.133064,0,0,0,
2247,Sierra Leone,SLE,1992,0.074105,0,0.074105,0,0,0,
2248,Sierra Leone,SLE,1993,0.075059,0,0.075059,0,0,0,
2249,Sierra Leone,SLE,1994,0.080668,0,0.080668,0,0,0,
2250,Sierra Leone,SLE,1995,0.053382,0,0.053382,0,0,0,
2251,Sierra Leone,SLE,1996,0.070796,0,0.070796,0,0,0,
2252,Sierra Leone,SLE,1997,0.050738,0,0.050738,0,0,0,
2253,Sierra Leone,SLE,1998,0.054343,0,0.054343,0,0,0,
2254,Sierra Leone,SLE,1999,0.043393,0,0.043393,0,0,0,
2255,Sierra Leone,SLE,2000,0.071936,0,0.071936,0,0,0,
2256,Slovakia,SVK,1990,11.683449,6.391709,2.4363,2.326306,0.278352,0.004596,0.246185
2257,Slovakia,SVK,1991,10.091196,5.472003,1.980849,2.261368,0.196591,0.004695,0.17569
2258,Slovakia,SVK,1992,9.220143,4.882498,1.679762,2.267458,0.246488,0.004771,0.139166
2259,Slovakia,SVK,1993,8.709084,4.643198,1.541312,2.171057,0.193307,0.004533,0.155677
2260,Slovakia,SVK,1994,8.195519,4.162863,1.563859,2.098659,0.208871,0.004707,0.15656
2261,Slovakia,SVK,1995,8.250907,3.99853,1.53556,2.317684,0.215819,0.004937,0.178377
2262,Slovakia,SVK,1996,8.215958,3.877676,1.519166,2.432657,0.205365,0.00508,0.176013
2263,Slovakia,SVK,1997,8.217838,3.825128,1.514749,2.476631,0.226371,0.005117,0.169842
2264,Slovakia,SVK,1998,8.159375,3.57457,1.504175,2.543315,0.339298,0.005055,0.192962
2265,Slovakia,SVK,1999,8.007169,3.425702,1.455228,2.580352,0.340003,0.005098,0.200787
2266,Slovakia,SVK,2000,7.650792,3.304577,1.381051,2.53932,0.22141,0.004684,0.19975
2267,Slovenia,SVN,1990,7.600537,3.588843,2.711328,0.876016,0.236883,0.050764,0.136703
2268,Slovenia,SVN,1991,7.022947,3.196071,2.574084,0.888458,0.209438,0.046747,0.108148
2269,Slovenia,SVN,1992,6.971898,3.423929,2.46509,0.742133,0.193264,0.060273,0.08721
2270,Slovenia,SVN,1993,7.153328,3.159776,2.965982,0.741477,0.144943,0.054162,0.086988
2271,Slovenia,SVN,1994,7.349675,2.995356,3.250418,0.762805,0.192147,0.052071,0.096878
2272,Slovenia,SVN,1995,7.711383,3.048714,3.544805,0.76939,0.203969,0.059411,0.085093
2273,Slovenia,SVN,1996,8.037168,2.80842,4.05303,0.82088,0.219059,0.057932,0.077847
2274,Slovenia,SVN,1997,8.295617,3.026239,4.119784,0.787322,0.221872,0.06192,0.078481
2275,Slovenia,SVN,1998,8.066714,3.108571,3.772403,0.81848,0.231424,0.058472,0.077364
2276,Slovenia,SVN,1999,7.759479,2.800521,3.74895,0.840507,0.233871,0.059037,0.076593
2277,Slovenia,SVN,2000,7.586249,2.932487,3.422873,0.859201,0.247273,0.059261,0.065153
2278,Solomon Islands,SLB,1990,0.452107,0,0.452107,0,0,0,
2279,Solomon Islands,SLB,1991,0.47178,0,0.47178,0,0,0,
2280,Solomon Islands,SLB,1992,0.468766,0,0.468766,0,0,0,
2281,Solomon Islands,SLB,1993,0.486345,0,0.486345,0,0,0,
2282,Solomon Islands,SLB,1994,0.502599,0,0.502599,0,0,0,
2283,Solomon Islands,SLB,1995,0.507819,0,0.507819,0,0,0,
2284,Solomon Islands,SLB,1996,0.512489,0,0.512489,0,0,0,
2285,Solomon Islands,SLB,1997,0.516771,0,0.516771,0,0,0,
2286,Solomon Islands,SLB,1998,0.529655,0,0.529655,0,0,0,
2287,Solomon Islands,SLB,1999,0.515651,0,0.515651,0,0,0,
2288,Solomon Islands,SLB,2000,0.519803,0,0.519803,0,0,0,
2289,Somalia,SOM,1990,0.104428,0,0.102082,0,0.002346,0,
2290,Somalia,SOM,1991,0.105097,0,0.104488,0,0.000609,0,
2291,Somalia,SOM,1992,0.105901,0,0.104309,0,0.001592,0,
2292,Somalia,SOM,1993,0.09673,0,0.095187,0,0.001543,0,
2293,Somalia,SOM,1994,0.090436,0,0.08897,0,0.001466,0,
2294,Somalia,SOM,1995,0.081695,0,0.080283,0,0.001412,0,
2295,Somalia,SOM,1996,0.076002,0,0.076002,0,0,0,
2296,Somalia,SOM,1997,0.069639,0,0.069639,0,0,0,
2297,Somalia,SOM,1998,0.063667,0,0.063667,0,0,0,
2298,Somalia,SOM,1999,0.058558,0,0.058558,0,0,0,
2299,Somalia,SOM,2000,0.055035,0,0.055035,0,,0,
2300,Saint Kitts and Nevis,KNA,1990,2.614824,0,2.614824,0,0,0,
2301,Saint Kitts and Nevis,KNA,1991,2.620887,0,2.620887,0,0,0,
2302,Saint Kitts and Nevis,KNA,1992,2.687531,0,2.687531,0,0,0,
2303,Saint Kitts and Nevis,KNA,1993,2.740464,0,2.740464,0,0,0,
2304,Saint Kitts and Nevis,KNA,1994,2.878789,0,2.878789,0,0,0,
2305,Saint Kitts and Nevis,KNA,1995,3.013866,0,3.013866,0,0,0,
2306,Saint Kitts and Nevis,KNA,1996,3.060631,0,3.060631,0,0,0,
2307,Saint Kitts and Nevis,KNA,1997,3.273227,0,3.273227,0,0,0,
2308,Saint Kitts and Nevis,KNA,1998,3.396428,0,3.396428,0,0,0,
2309,Saint Kitts and Nevis,KNA,1999,3.596564,0,3.596564,0,0,0,
2310,Saint Kitts and Nevis,KNA,2000,3.788038,0,3.788038,0,0,0,
2311,Saint Pierre and Miquelon,SPM,1990,14.484503,0,14.484503,0,0,0,
2312,Saint Pierre and Miquelon,SPM,1991,16.153677,0,16.153677,0,0,0,
2313,Saint Pierre and Miquelon,SPM,1992,14.943373,0,14.943373,0,0,0,
2314,Saint Pierre and Miquelon,SPM,1993,11.457161,0,11.457161,0,0,0,
2315,Saint Pierre and Miquelon,SPM,1994,10.86392,0,10.86392,0,0,0,
2316,Saint Pierre and Miquelon,SPM,1995,10.857143,0,10.857143,0,0,0,
2317,Saint Pierre and Miquelon,SPM,1996,10.86053,0,10.86053,0,0,0,
2318,Saint Pierre and Miquelon,SPM,1997,7.449484,0,7.449484,0,0,0,
2319,Saint Pierre and Miquelon,SPM,1998,8.66467,0,8.66467,0,0,0,
2320,Saint Pierre and Miquelon,SPM,1999,8.733513,0,8.733513,0,0,0,
2321,Saint Pierre and Miquelon,SPM,2000,8.759962,0,8.759962,0,0,0,
2322,Saint Vincent and the Grenadines,VCT,1990,0.716598,0,0.716598,0,0,0,
2323,Saint Vincent and the Grenadines,VCT,1991,0.747225,0,0.747225,0,0,0,
2324,Saint Vincent and the Grenadines,VCT,1992,0.744308,0,0.744308,0,0,0,
2325,Saint Vincent and the Grenadines,VCT,1993,0.902932,0,0.902932,0,0,0,
2326,Saint Vincent and the Grenadines,VCT,1994,1.061153,0,1.061153,0,0,0,
2327,Saint Vincent and the Grenadines,VCT,1995,1.123198,0,1.123198,0,0,0,
2328,Saint Vincent and the Grenadines,VCT,1996,1.154117,0,1.154117,0,0,0,
2329,Saint Vincent and the Grenadines,VCT,1997,1.154258,0,1.154258,0,0,0,
2330,Saint Vincent and the Grenadines,VCT,1998,1.412132,0,1.412132,0,0,0,
2331,Saint Vincent and the Grenadines,VCT,1999,1.446379,0,1.446379,0,0,0,
2332,Saint Vincent and the Grenadines,VCT,2000,1.287726,0,1.287726,0,0,0,
2333,Suriname,SUR,1990,4.209189,0,4.154396,0,0.054793,0,
2334,Suriname,SUR,1991,4.863544,0,4.80922,0,0.054325,0,
2335,Suriname,SUR,1992,4.839929,0,4.786106,0,0.053823,0,
2336,Suriname,SUR,1993,4.824533,0,4.771116,0,0.053417,0,
2337,Suriname,SUR,1994,4.787862,0,4.724439,0,0.063423,0,
2338,Suriname,SUR,1995,4.742459,0,4.680246,0,0.062214,0,
2339,Suriname,SUR,1996,4.6921,0,4.631245,0,0.060855,0,
2340,Suriname,SUR,1997,4.646801,0,4.58721,0,0.059591,0,
2341,Suriname,SUR,1998,4.557572,0,4.499172,0,0.0584,0,
2342,Suriname,SUR,1999,4.512098,0,4.454825,0,0.057273,0,
2343,Suriname,SUR,2000,4.576944,0,4.520737,0,0.056207,0,
2344,Swaziland,SWZ,1990,1.12407,0.495787,0.628282,0,0,0,
2345,Swaziland,SWZ,1991,0.980128,0.366519,0.61361,0,0,0,
2346,Swaziland,SWZ,1992,0.899005,0.285147,0.613858,0,0,0,
2347,Swaziland,SWZ,1993,0.745519,0.139061,0.606459,0,0,0,
2348,Swaziland,SWZ,1994,1.129469,0.507108,0.62236,0,0,0,
2349,Swaziland,SWZ,1995,1.114293,0.476456,0.637837,0,0,0,
2350,Swaziland,SWZ,1996,0.809132,0.351632,0.4575,0,0,0,
2351,Swaziland,SWZ,1997,1.15386,0.569533,0.584326,0,0,0,
2352,Swaziland,SWZ,1998,1.155528,0.561361,0.594167,0,0,0,
2353,Swaziland,SWZ,1999,1.216092,0.572067,0.644025,0,0,0,
2354,Swaziland,SWZ,2000,1.173338,0.519113,0.654225,0,0,0,
2355,Tajikistan,TJK,1990,2.224887,0.320465,1.120111,0.717814,0.048675,0.017822,
2356,Tajikistan,TJK,1991,1.752809,0.271864,0.840243,0.579854,0.044681,0.016167,
2357,Tajikistan,TJK,1992,1.29205,0.165185,0.522762,0.569402,0.034702,0,
2358,Tajikistan,TJK,1993,0.904297,0.09093,0.314412,0.473218,0.025737,0,
2359,Tajikistan,TJK,1994,0.405772,0.01957,0.113001,0.256304,0.016898,0,
2360,Tajikistan,TJK,1995,0.413321,0.00867,0.113335,0.283029,0.008286,0,
2361,Tajikistan,TJK,1996,0.467857,0.003642,0.104415,0.35574,0.00406,0,
2362,Tajikistan,TJK,1997,0.351489,0.010183,0.103025,0.235399,0.002883,0,
2363,Tajikistan,TJK,1998,0.405514,0.007736,0.15711,0.239236,0.001432,0,
2364,Tajikistan,TJK,1999,0.406684,0.005328,0.162198,0.236786,0.002373,0,
2365,Tajikistan,TJK,2000,0.356107,0.007009,0.116234,0.228964,0.003901,0,
2366,Togo,TGO,1990,0.252233,0,0.148415,0,0.103819,0,
2367,Togo,TGO,1991,0.263095,0,0.16253,0,0.100565,0,
2368,Togo,TGO,1992,0.25096,0,0.160615,0,0.090345,0,
2369,Togo,TGO,1993,0.262066,0,0.168898,0,0.093168,0,
2370,Togo,TGO,1994,0.245975,0,0.168311,0,0.077664,0,
2371,Togo,TGO,1995,0.2745,0,0.181506,0,0.092994,0,
2372,Togo,TGO,1996,0.284571,0,0.192023,0,0.092548,0,
2373,Togo,TGO,1997,0.191394,0,0.169137,0,0.022257,0,
2374,Togo,TGO,1998,0.272819,0,0.193727,0,0.079091,0,
2375,Togo,TGO,1999,0.380127,0,0.253653,0,0.126474,0,
2376,Togo,TGO,2000,0.265847,0,0.201928,0,0.063919,0,
2377,Trinidad and Tobago,TTO,1990,13.407755,0,2.806182,8.487977,0.149268,1.964327,
2378,Trinidad and Tobago,TTO,1991,13.295599,0,2.504026,8.499904,0.163821,2.127848,
2379,Trinidad and Tobago,TTO,1992,14.860159,0,3.776579,8.641953,0.161428,2.280199,
2380,Trinidad and Tobago,TTO,1993,13.455597,0,2.789113,8.514582,0.175454,1.976448,
2381,Trinidad and Tobago,TTO,1994,13.081529,0,2.234982,8.987781,0.192381,1.666385,
2382,Trinidad and Tobago,TTO,1995,12.586025,0,2.106807,8.805443,0.183322,1.490454,
2383,Trinidad and Tobago,TTO,1996,15.812013,0,3.464725,10.048261,0.201221,2.097805,
2384,Trinidad and Tobago,TTO,1997,15.597062,0,3.424478,10.476346,0.211926,1.484311,
2385,Trinidad and Tobago,TTO,1998,14.933514,0,2.443457,12.267152,0.222904,0,
2386,Trinidad and Tobago,TTO,1999,16.927939,0,2.940448,13.766267,0.221223,0,
2387,Trinidad and Tobago,TTO,2000,18.158843,0,3.206887,14.714274,0.237682,0,
2388,Turks and Caicos Islands,TCA,1990,5.319669,0,5.319669,0,0,0,
2389,Turks and Caicos Islands,TCA,1991,5.052153,0,5.052153,0,0,0,
2390,Turks and Caicos Islands,TCA,1992,5.067773,0,5.067773,0,0,0,
2391,Turks and Caicos Islands,TCA,1993,4.812609,0,4.812609,0,0,0,
2392,Turks and Caicos Islands,TCA,1994,4.833773,0,4.833773,0,0,0,
2393,Turks and Caicos Islands,TCA,1995,4.610026,0,4.610026,0,0,0,
2394,Turks and Caicos Islands,TCA,1996,4.404403,0,4.404403,0,0,0,
2395,Turks and Caicos Islands,TCA,1997,5.102755,0,5.102755,0,0,0,
2396,Turks and Caicos Islands,TCA,1998,5.100992,0,5.100992,0,0,0,
2397,Turks and Caicos Islands,TCA,1999,5.50089,0,5.50089,0,0,0,
2398,Turks and Caicos Islands,TCA,2000,5.864277,0,5.864277,0,0,0,
2399,,,,,,,,,,
2400,,,,,,,,,,
2401,,,,,,,,,,
2402,,,,,,,,,,
2403,,,,,,,,,,
2404,,,,,,,,,,
2405,,,,,,,,,,
2406,,,,,,,,,,
2407,,,,,,,,,,
2408,,,,,,,,,,
2409,,,,,,,,,,
2410,,,,,,,,,,
2411,,,,,,,,,,
2412,,,,,,,,,,
2413,,,,,,,,,,
2414,,,,,,,,,,
2415,,,,,,,,,,
2416,,,,,,,,,,
2417,,,,,,,,,,
2418,,,,,,,,,,
2419,,,,,,,,,,
2420,,,,,,,,,,
2421,,,,,,,,,,
2422,,,,,,,,,,
2423,,,,,,,,,,
2424,,,,,,,,,,
2425,,,,,,,,,,
2426,,,,,,,,,,
2427,,,,,,,,,,
2428,,,,,,,,,,
2429,,,,,,,,,,
2430,,,,,,,,,,
2431,,,,,,,,,,
2432,,,,,,,,,,
2433,,,,,,,,,,
2434,,,,,,,,,,
2435,,,,,,,,,,
2436,,,,,,,,,,
2437,,,,,,,,,,
2438,,,,,,,,,,
2439,,,,,,,,,,
2440,,,,,,,,,,
2441,,,,,,,,,,
2442,,,,,,,,,,
2443,,,,,,,,,,
2444,,,,,,,,,,
2445,,,,,,,,,,
2446,,,,,,,,,,
2447,,,,,,,,,,
2448,,,,,,,,,,
2449,,,,,,,,,,
2450,,,,,,,,,,
2451,,,,,,,,,,
2452,,,,,,,,,,
2453,,,,,,,,,,
2454,,,,,,,,,,
2455,,,,,,,,,,
2456,,,,,,,,,,
2457,,,,,,,,,,
2458,,,,,,,,,,
2459,,,,,,,,,,
2460,,,,,,,,,,
2461,,,,,,,,,,
2462,,,,,,,,,,
2463,,,,,,,,,,
2464,,,,,,,,,,
2465,,,,,,,,,,
2466,,,,,,,,,,
2467,,,,,,,,,,
2468,,,,,,,,,,
2469,,,,,,,,,,
2470,,,,,,,,,,
2471,,,,,,,,,,
2472,,,,,,,,,,
2473,,,,,,,,,,
2474,,,,,,,,,,
2475,,,,,,,,,,
2476,,,,,,,,,,
2477,,,,,,,,,,
2478,,,,,,,,,,
2479,,,,,,,,,,
2480,,,,,,,,,,
2481,,,,,,,,,,
2482,,,,,,,,,,
2483,,,,,,,,,,
2484,,,,,,,,,,
2485,,,,,,,,,,
2486,,,,,,,,,,
2487,,,,,,,,,,
2488,,,,,,,,,,
2489,,,,,,,,,,
2490,,,,,,,,,,
2491,,,,,,,,,,
2492,,,,,,,,,,
2493,,,,,,,,,,
2494,,,,,,,,,,
2495,,,,,,,,,,
2496,,,,,,,,,,
2497,,,,,,,,,,
2498,,,,,,,,,,
2499,,,,,,,,,,
2500,,,,,,,,,,
2501,,,,,,,,,,
2502,,,,,,,,,,
2503,,,,,,,,,,
2504,,,,,,,,,,
2505,,,,,,,,,,
2506,,,,,,,,,,
2507,,,,,,,,,,
2508,,,,,,,,,,
2509,,,,,,,,,,
2510,,,,,,,,,,
2511,,,,,,,,,,
2512,,,,,,,,,,
2513,,,,,,,,,,
2514,,,,,,,,,,
2515,,,,,,,,,,
2516,,,,,,,,,,
2517,,,,,,,,,,
2518,,,,,,,,,,
2519,,,,,,,,,,
2520,,,,,,,,,,
2521,,,,,,,,,,
2522,,,,,,,,,,
2523,,,,,,,,,,
2524,,,,,,,,,,
2525,,,,,,,,,,
2526,,,,,,,,,,
2527,,,,,,,,,,
2528,,,,,,,,,,
2529,,,,,,,,,,
2530,,,,,,,,,,
2531,,,,,,,,,,
2532,,,,,,,,,,
2533,,,,,,,,,,
2534,,,,,,,,,,
2535,,,,,,,,,,
2536,,,,,,,,,,
2537,,,,,,,,,,
2538,,,,,,,,,,
2539,,,,,,,,,,
2540,,,,,,,,,,
2541,,,,,,,,,,
2542,,,,,,,,,,
2543,,,,,,,,,,
2544,,,,,,,,,,
2545,,,,,,,,,,
2546,,,,,,,,,,
2547,,,,,,,,,,
2548,,,,,,,,,,
2549,,,,,,,,,,
2550,,,,,,,,,,
2551,,,,,,,,,,
2552,,,,,,,,,,
2553,,,,,,,,,,
2554,,,,,,,,,,
2555,,,,,,,,,,
2556,,,,,,,,,,
2557,,,,,,,,,,
2558,,,,,,,,,,
2559,,,,,,,,,,
2560,,,,,,,,,,
2561,,,,,,,,,,
2562,,,,,,,,,,
2563,,,,,,,,,,
2564,,,,,,,,,,
2565,,,,,,,,,,
2566,,,,,,,,,,
2567,,,,,,,,,,
2568,,,,,,,,,,
2569,,,,,,,,,,
2570,,,,,,,,,,
2571,,,,,,,,,,
2572,,,,,,,,,,
2573,,,,,,,,,,
2574,,,,,,,,,,
2575,,,,,,,,,,
2576,,,,,,,,,,
2577,,,,,,,,,,
2578,,,,,,,,,,
2579,,,,,,,,,,
2580,,,,,,,,,,
2581,,,,,,,,,,
2582,,,,,,,,,,
2583,,,,,,,,,,
2584,,,,,,,,,,
2585,,,,,,,,,,
2586,,,,,,,,,,
2587,,,,,,,,,,
2588,,,,,,,,,,
2589,,,,,,,,,,
2590,,,,,,,,,,
2591,,,,,,,,,,
2592,,,,,,,,,,
2593,,,,,,,,,,
2594,,,,,,,,,,
2595,,,,,,,,,,
2596,,,,,,,,,,
2597,,,,,,,,,,
2598,,,,,,,,,,
2599,,,,,,,,,,
2600,,,,,,,,,,
2601,,,,,,,,,,
2602,,,,,,,,,,
2603,,,,,,,,,,
2604,,,,,,,,,,
2605,,,,,,,,,,
2606,,,,,,,,,,
2607,,,,,,,,,,
2608,,,,,,,,,,
2609,,,,,,,,,,
2610,,,,,,,,,,
2611,,,,,,,,,,
2612,,,,,,,,,,
2613,,,,,,,,,,
2614,,,,,,,,,,
2615,,,,,,,,,,
2616,,,,,,,,,,
2617,,,,,,,,,,
2618,,,,,,,,,,
2619,,,,,,,,,,
2620,,,,,,,,,,
2621,,,,,,,,,,
2622,,,,,,,,,,
2623,,,,,,,,,,
2624,,,,,,,,,,
2625,,,,,,,,,,
2626,,,,,,,,,,
2627,,,,,,,,,,
2628,,,,,,,,,,
2629,,,,,,,,,,
2630,,,,,,,,,,
2631,,,,,,,,,,
2632,,,,,,,,,,
2633,,,,,,,,,,
2634,,,,,,,,,,
2635,,,,,,,,,,
2636,,,,,,,,,,
2637,,,,,,,,,,
2638,,,,,,,,,,
2639,,,,,,,,,,
2640,,,,,,,,,,
2641,,,,,,,,,,
2642,,,,,,,,,,
2643,,,,,,,,,,
2644,,,,,,,,,,
2645,,,,,,,,,,
2646,,,,,,,,,,
2647,,,,,,,,,,
2648,,,,,,,,,,
2649,,,,,,,,,,
2650,,,,,,,,,,
2651,,,,,,,,,,
2652,,,,,,,,,,
2653,,,,,,,,,,
2654,,,,,,,,,,
2655,,,,,,,,,,
2656,,,,,,,,,,
2657,,,,,,,,,,
2658,,,,,,,,,,
2659,,,,,,,,,,
2660,,,,,,,,,,
2661,,,,,,,,,,
2662,,,,,,,,,,
2663,,,,,,,,,,
2664,,,,,,,,,,
2665,,,,,,,,,,
2666,,,,,,,,,,
2667,,,,,,,,,,
2668,,,,,,,,,,
2669,,,,,,,,,,
2670,,,,,,,,,,
2671,,,,,,,,,,
2672,,,,,,,,,,
2673,,,,,,,,,,
2674,,,,,,,,,,
2675,,,,,,,,,,
2676,,,,,,,,,,
2677,,,,,,,,,,
2678,,,,,,,,,,
2679,,,,,,,,,,
2680,,,,,,,,,,
2681,,,,,,,,,,
2682,,,,,,,,,,
2683,,,,,,,,,,
2684,,,,,,,,,,
2685,,,,,,,,,,
2686,,,,,,,,,,
2687,,,,,,,,,,
2688,,,,,,,,,,
2689,,,,,,,,,,
2690,,,,,,,,,,
2691,,,,,,,,,,
2692,,,,,,,,,,
2693,,,,,,,,,,
2694,,,,,,,,,,
2695,,,,,,,,,,
2696,,,,,,,,,,
2697,,,,,,,,,,
2698,,,,,,,,,,
2699,,,,,,,,,,
2700,,,,,,,,,,
2701,,,,,,,,,,
2702,,,,,,,,,,
2703,,,,,,,,,,
2704,,,,,,,,,,
2705,,,,,,,,,,
2706,,,,,,,,,,
2707,,,,,,,,,,
2708,,,,,,,,,,
2709,,,,,,,,,,
2710,,,,,,,,,,
2711,,,,,,,,,,
2712,,,,,,,,,,
2713,,,,,,,,,,
2714,,,,,,,,,,
2715,,,,,,,,,,
2716,,,,,,,,,,
2717,,,,,,,,,,
2718,,,,,,,,,,
2719,,,,,,,,,,
2720,,,,,,,,,,
2721,,,,,,,,,,
2722,,,,,,,,,,
2723,,,,,,,,,,
2724,,,,,,,,,,
2725,,,,,,,,,,
2726,,,,,,,,,,
2727,,,,,,,,,,
2728,,,,,,,,,,
2729,,,,,,,,,,
2730,,,,,,,,,,
2731,,,,,,,,,,
2732,,,,,,,,,,
2733,,,,,,,,,,
2734,,,,,,,,,,
2735,,,,,,,,,,
2736,,,,,,,,,,
2737,,,,,,,,,,
2738,,,,,,,,,,
2739,,,,,,,,,,
2740,,,,,,,,,,
2741,,,,,,,,,,
2742,,,,,,,,,,
2743,,,,,,,,,,
2744,,,,,,,,,,
2745,,,,,,,,,,
2746,,,,,,,,,,
2747,,,,,,,,,,
2748,,,,,,,,,,
2749,,,,,,,,,,
2750,,,,,,,,,,
2751,,,,,,,,,,
2752,,,,,,,,,,
2753,,,,,,,,,,
2754,,,,,,,,,,
2755,,,,,,,,,,
2756,,,,,,,,,,
2757,,,,,,,,,,
2758,,,,,,,,,,
2759,,,,,,,,,,
2760,,,,,,,,,,
2761,,,,,,,,,,
2762,,,,,,,,,,
2763,,,,,,,,,,
2764,,,,,,,,,,
2765,,,,,,,,,,
2766,,,,,,,,,,
2767,,,,,,,,,,
2768,,,,,,,,,,
2769,,,,,,,,,,
2770,,,,,,,,,,
2771,,,,,,,,,,
2772,,,,,,,,,,
2773,,,,,,,,,,
2774,,,,,,,,,,
2775,,,,,,,,,,
2776,,,,,,,,,,
2777,,,,,,,,,,
2778,,,,,,,,,,
2779,,,,,,,,,,
2780,,,,,,,,,,
2781,,,,,,,,,,
2782,,,,,,,,,,
2783,,,,,,,,,,
2784,,,,,,,,,,
2785,,,,,,,,,,
2786,,,,,,,,,,
2787,,,,,,,,,,
2788,,,,,,,,,,
2789,,,,,,,,,,
2790,,,,,,,,,,
2791,,,,,,,,,,
2792,,,,,,,,,,
2793,,,,,,,,,,
2794,,,,,,,,,,
2795,,,,,,,,,,
2796,,,,,,,,,,
2797,,,,,,,,,,
2798,,,,,,,,,,
2799,,,,,,,,,,
2800,,,,,,,,,,
2801,,,,,,,,,,
2802,,,,,,,,,,
2803,,,,,,,,,,
2804,,,,,,,,,,
2805,,,,,,,,,,
2806,,,,,,,,,,
2807,,,,,,,,,,
2808,,,,,,,,,,
2809,,,,,,,,,,
2810,,,,,,,,,,
2811,,,,,,,,,,
2812,,,,,,,,,,
2813,,,,,,,,,,
2814,,,,,,,,,,
2815,,,,,,,,,,
2816,,,,,,,,,,
2817,,,,,,,,,,
2818,,,,,,,,,,
2819,,,,,,,,,,
2820,,,,,,,,,,
2821,,,,,,,,,,
2822,,,,,,,,,,
2823,,,,,,,,,,
2824,,,,,,,,,,
2825,,,,,,,,,,
