SerialNo,Country,ISO 3166-1 alpha-3,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other
1518,Tuvalu,TUV,2000,0.760324,0,0.760324,0,0,0,
1519,Uganda,UGA,1990,0.043263,0,0.04271,0,0.000554,0,
1520,Uganda,UGA,1991,0.042913,0,0.041939,0,0.000974,0,
1521,Uganda,UGA,1992,0.042431,0,0.041508,0,0.000923,0,
1522,Uganda,UGA,1993,0.040973,0,0.040098,0,0.000875,0,
1523,Uganda,UGA,1994,0.035189,0,0.034592,0,0.000597,0,
1524,Uganda,UGA,1995,0.044751,0,0.043406,0,0.001344,0,
1525,Uganda,UGA,1996,0.047911,0,0.044141,0,0.00377,0,
1526,Uganda,UGA,1997,0.048542,0,0.044383,0,0.004159,0,
1527,Uganda,UGA,1998,0.053633,0,0.049259,0,0.004373,0,
1528,Uganda,UGA,1999,0.053899,0,0.049422,0,0.004477,0,
1529,Uganda,UGA,2000,0.056654,0,0.052167,0,0.004487,0,
1530,Ukraine,UKR,1990,13.681577,5.101159,3.986968,4.182881,0.182225,0.067505,0.16084
1531,Ukraine,UKR,1991,12.241188,4.308301,3.232734,4.344589,0.172588,0.059315,0.123661
1532,Ukraine,UKR,1992,11.375081,4.737735,2.493382,3.802404,0.167595,0.052309,0.121655
1533,Ukraine,UKR,1993,9.853518,4.555571,1.824744,3.201066,0.123556,0.047075,0.101506
1534,Ukraine,UKR,1994,8.143091,3.608988,1.50677,2.798373,0.096936,0.044228,0.087794
1535,Ukraine,UKR,1995,7.635233,3.409485,1.416147,2.621181,0.066735,0.043596,0.078089
1536,Ukraine,UKR,1996,6.942628,2.888708,1.200781,2.717288,0.04269,0.044076,0.049086
1537,Ukraine,UKR,1997,6.781884,3.075679,0.986011,2.580208,0.048144,0.044091,0.047751
1538,Ukraine,UKR,1998,6.605105,2.474149,0.855408,3.129716,0.056035,0.044049,0.045749
1539,Ukraine,UKR,1999,6.045774,2.508389,0.760914,2.635159,0.051397,0.043484,0.04643
1540,Ukraine,UKR,2000,5.837221,2.513877,0.646735,2.536287,0.046264,0.043916,0.050143
1541,United Arab Emirates,ARE,1990,27.21035,0,9.274968,16.156956,0.71595,1.062476,
1542,United Arab Emirates,ARE,1991,28.218434,0,8.682097,18.321979,0.716309,0.498048,
1543,United Arab Emirates,ARE,1992,27.292416,0,9.722314,16.068224,0.738291,0.763587,
1544,United Arab Emirates,ARE,1993,29.490413,0,12.364349,16.011197,0.734197,0.38067,
1545,United Arab Emirates,ARE,1994,31.173909,0,12.263981,17.71796,0.86948,0.322488,
1546,United Arab Emirates,ARE,1995,28.764432,0,9.065681,18.436964,0.977261,0.284526,
1547,United Arab Emirates,ARE,1996,28.286991,0,5.982919,21.081919,0.930199,0.291954,
1548,United Arab Emirates,ARE,1997,26.619694,0,5.441058,19.35725,0.756657,1.064729,
1549,United Arab Emirates,ARE,1998,27.620313,0,6.544985,19.138249,0.949939,0.987141,
1550,United Arab Emirates,ARE,1999,25.033797,0,4.942244,18.395605,0.889196,0.806752,
1551,United Arab Emirates,ARE,2000,34.129981,0,14.232773,18.419936,0.719936,0.757336,
1552,United Kingdom,GBR,1990,10.521595,4.416845,3.806994,1.984212,0.127516,0.118634,0.067394
1553,United Kingdom,GBR,1991,10.62445,4.421634,3.807399,2.121593,0.104502,0.109142,0.06018
1554,United Kingdom,GBR,1992,10.326096,4.134065,3.798464,2.126537,0.094878,0.112055,0.060097
1555,United Kingdom,GBR,1993,10.054433,3.602689,3.801784,2.38676,0.09584,0.115107,0.052253
1556,United Kingdom,GBR,1994,9.933511,3.381026,3.733373,2.517142,0.110197,0.1285,0.063274
1557,United Kingdom,GBR,1995,9.773095,3.136512,3.652576,2.662745,0.108491,0.143986,0.068785
1558,United Kingdom,GBR,1996,10.102875,2.979954,3.734465,3.056936,0.110479,0.149915,0.071126
1559,United Kingdom,GBR,1997,9.660192,2.656277,3.566397,3.139676,0.115201,0.123789,0.058851
1560,United Kingdom,GBR,1998,9.728953,2.63676,3.506841,3.274587,0.117015,0.127457,0.066293
1561,United Kingdom,GBR,1999,9.57871,2.35888,3.439282,3.500137,0.111381,0.105236,0.063793
1562,United Kingdom,GBR,2000,9.669215,2.454426,3.368527,3.570618,0.107594,0.109533,0.058518
1563,Tanzania,TZA,1990,0.080604,0.000419,0.071725,0,0.008459,0,
1564,Tanzania,TZA,1991,0.083867,0.000408,0.075228,0,0.008231,0,
1565,Tanzania,TZA,1992,0.078953,0.000399,0.070541,0,0.008013,0,
1566,Tanzania,TZA,1993,0.085217,0.00928,0.068185,0,0.007751,0,
1567,Tanzania,TZA,1994,0.069704,0.005075,0.060286,0,0.004343,0,
1568,Tanzania,TZA,1995,0.079643,0.003717,0.06798,0,0.007946,0,
1569,Tanzania,TZA,1996,0.081138,0.004824,0.066831,0,0.009484,0,
1570,Tanzania,TZA,1997,0.088856,0.002305,0.078615,0,0.007935,0,
1571,Tanzania,TZA,1998,0.076041,0.003706,0.062664,0,0.00967,0,
1572,Tanzania,TZA,1999,0.073396,0.005906,0.057421,0,0.010069,0,
1573,Tanzania,TZA,2000,0.074624,0.00606,0.058792,0,0.009772,0,
1574,USA,USA,1990,20.648255,7.316338,8.785307,4.125454,0.134971,0.185851,0.100333
1575,USA,USA,1991,20.134295,7.146556,8.434422,4.146228,0.130134,0.180221,0.096735
1576,USA,USA,1992,20.281035,7.122633,8.522178,4.235009,0.129295,0.177215,0.094705
1577,USA,USA,1993,20.381667,7.264395,8.432055,4.287981,0.134624,0.171664,0.090948
1578,USA,USA,1994,20.457946,7.223737,8.492948,4.336964,0.138445,0.171667,0.094184
1579,USA,USA,1995,20.43133,7.2053,8.351772,4.466963,0.139559,0.163688,0.104048
1580,USA,USA,1996,20.88014,7.415329,8.575072,4.486468,0.138703,0.156896,0.107672
1581,USA,USA,1997,20.895594,7.489223,8.543996,4.458515,0.141562,0.155952,0.106347
1582,USA,USA,1998,20.799134,7.483189,8.598676,4.319978,0.14306,0.145753,0.108478
1583,USA,USA,1999,20.812016,7.397901,8.723559,4.295066,0.144131,0.143471,0.107888
1584,USA,USA,2000,21.304467,7.668617,8.816573,4.434626,0.146762,0.142462,0.095427
1585,Uruguay,URY,1990,1.272786,0.001174,1.199055,0,0.072557,0,
1586,Uruguay,URY,1991,1.444063,0.001168,1.370821,0,0.072075,0,
1587,Uruguay,URY,1992,1.630731,0.001162,1.557971,0,0.071598,0,
1588,Uruguay,URY,1993,1.399614,0,1.328479,0,0.071134,0,
1589,Uruguay,URY,1994,1.263471,0,1.163541,0,0.09993,0,
1590,Uruguay,URY,1995,1.420438,0,1.336184,0,0.084254,0,
1591,Uruguay,URY,1996,1.675172,0.001135,1.578471,0,0.095567,0,
1592,Uruguay,URY,1997,1.69909,0.00113,1.589706,0,0.108254,0,
1593,Uruguay,URY,1998,1.728258,0.001123,1.605893,0.001123,0.120119,0,
1594,Uruguay,URY,1999,2.037906,0.001117,1.916445,0.012285,0.108059,0,
1595,Uruguay,URY,2000,1.600139,0.001112,1.484714,0.018906,0.095407,0,
1596,Uzbekistan,UZB,1990,5.023147,0.341273,1.429197,3.058384,0.125509,0.068784,
1597,Uzbekistan,UZB,1991,4.875584,0.296933,1.385493,3.009449,0.121224,0.062485,
1598,Uzbekistan,UZB,1992,5.140987,0.448932,1.016843,3.559715,0.115497,0,
1599,Uzbekistan,UZB,1993,5.234885,0.334449,1.10073,3.692382,0.107323,0,
1600,Uzbekistan,UZB,1994,4.785343,0.331412,0.897297,3.463508,0.093126,0,
1601,Uzbekistan,UZB,1995,4.458558,0.182832,0.808822,3.399823,0.067081,0,
1602,Uzbekistan,UZB,1996,4.497841,0.201259,0.772873,3.462625,0.061084,0,
1603,Uzbekistan,UZB,1997,4.465732,0.162658,0.78475,3.455415,0.062909,0,
1604,Uzbekistan,UZB,1998,4.885188,0.167218,0.762376,3.889975,0.065619,0,
1605,Uzbekistan,UZB,1999,4.948203,0.16367,0.783652,3.940005,0.060876,0,
1606,Uzbekistan,UZB,2000,4.854216,0.197265,0.771568,3.825941,0.059442,0,
1607,Vanuatu,VUT,1990,0.43711,0,0.43711,0,0,0,
1608,Vanuatu,VUT,1991,0.426383,0,0.426383,0,0,0,
1609,Vanuatu,VUT,1992,0.392793,0,0.392793,0,0,0,
1610,Vanuatu,VUT,1993,0.383198,0,0.383198,0,0,0,
1611,Vanuatu,VUT,1994,0.373967,0,0.373967,0,0,0,
1612,Vanuatu,VUT,1995,0.386561,0,0.386561,0,0,0,
1613,Vanuatu,VUT,1996,0.482343,0,0.482343,0,0,0,
1614,Vanuatu,VUT,1997,0.471133,0,0.471133,0,0,0,
1615,Vanuatu,VUT,1998,0.440269,0,0.440269,0,0,0,
1616,Vanuatu,VUT,1999,0.449614,0,0.449614,0,0,0,
1617,Vanuatu,VUT,2000,0.438748,0,0.438748,0,0,0,
1618,Venezuela,VEN,1990,6.168074,0.06159,3.460755,2.14398,0.119776,0.381972,
1619,Venezuela,VEN,1991,5.68827,0.056336,2.987629,2.129725,0.141602,0.372978,
1620,Venezuela,VEN,1992,5.100214,0.059472,3.563736,0.934211,0.143658,0.399137,
1621,Venezuela,VEN,1993,5.855174,0.047419,3.270719,1.881542,0.145823,0.509671,
1622,Venezuela,VEN,1994,5.985498,0.035217,2.931678,2.312326,0.144322,0.561954,
1623,Venezuela,VEN,1995,6.010516,0.000829,2.712455,2.585832,0.156346,0.555054,
1624,Venezuela,VEN,1996,5.419893,0.002597,2.068073,2.840759,0.15069,0.357773,
1625,Venezuela,VEN,1997,5.794134,0.005408,2.409274,2.850476,0.159028,0.369948,
1626,Venezuela,VEN,1998,7.096885,0.149654,3.294882,3.41554,0.156838,0.079971,
1627,Venezuela,VEN,1999,7.200024,0.005504,3.777288,3.24604,0.159268,0.011924,
1628,Venezuela,VEN,2000,6.217111,0.019499,3.471149,2.184655,0.157975,0.383833,
1629,Viet Nam,VNM,1990,0.318305,0.16526,0.136238,0.00011,0.016698,0,
1630,Viet Nam,VNM,1991,0.312696,0.175515,0.117617,0.000054,0.01951,0,
1631,Viet Nam,VNM,1992,0.307592,0.157346,0.124901,0,0.025345,0,
1632,Viet Nam,VNM,1993,0.321076,0.124988,0.170134,0,0.025954,0,
1633,Viet Nam,VNM,1994,0.360944,0.1505,0.182085,0,0.028359,0,
1634,Viet Nam,VNM,1995,0.38906,0.170138,0.178781,0.005762,0.034379,0,
1635,Viet Nam,VNM,1996,0.456412,0.196775,0.213251,0.00836,0.038026,0,
1636,Viet Nam,VNM,1997,0.585297,0.283042,0.241898,0.014983,0.045374,0,
1637,Viet Nam,VNM,1998,0.606669,0.281114,0.246913,0.024606,0.054037,0,
1638,Viet Nam,VNM,1999,0.6002,0.256402,0.259029,0.027624,0.057145,0,
1639,Viet Nam,VNM,2000,0.665825,0.262227,0.29358,0.038773,0.071245,0,
1640,Wallis and Futuna Islands,WLF,1990,1.361677,0,1.361677,0,,0,
1641,Wallis and Futuna Islands,WLF,1991,1.347257,0,1.347257,0,,0,
1642,Wallis and Futuna Islands,WLF,1992,1.332557,0,1.332557,0,,0,
1643,Wallis and Futuna Islands,WLF,1993,1.317986,0,1.317986,0,,0,
1644,Wallis and Futuna Islands,WLF,1994,1.304286,0,1.304286,0,,0,
1645,Wallis and Futuna Islands,WLF,1995,1.291961,0,1.291961,0,,0,
1646,Wallis and Futuna Islands,WLF,1996,1.538311,0,1.538311,0,,0,
1647,Wallis and Futuna Islands,WLF,1997,1.527728,0,1.527728,0,,0,
1648,Wallis and Futuna Islands,WLF,1998,1.517184,0,1.517184,0,,0,
1649,Wallis and Futuna Islands,WLF,1999,1.756592,0,1.756592,0,,0,
1650,Wallis and Futuna Islands,WLF,2000,1.742036,0,1.742036,0,,0,
1651,Yemen,YEM,1990,0.711783,0,0.685949,0,0.025834,0,
1652,Yemen,YEM,1991,0.656842,0,0.631504,0,0.025338,0,
1653,Yemen,YEM,1992,0.684066,0,0.661277,0,0.022789,0,
1654,Yemen,YEM,1993,0.575487,0,0.553705,0,0.021782,0,
1655,Yemen,YEM,1994,0.577505,0,0.556673,0,0.020832,0,
1656,Yemen,YEM,1995,0.642853,0,0.615697,0,0.027156,0,
1657,Yemen,YEM,1996,0.63357,0,0.60889,0,0.024679,0,
1658,Yemen,YEM,1997,0.661414,0,0.632844,0,0.02857,0,
1659,Yemen,YEM,1998,0.685169,0,0.658383,0,0.026786,0,
1660,Yemen,YEM,1999,0.75762,0,0.726346,0,0.031275,0,
1661,Yemen,YEM,2000,0.778031,0,0.748979,0,0.029051,0,
1662,Zambia,ZMB,1990,0.313165,0.108208,0.181617,0,0.02334,0,
1663,Zambia,ZMB,1991,0.302242,0.106473,0.17668,0,0.01909,0,
1664,Zambia,ZMB,1992,0.300296,0.108,0.174707,0,0.017589,0,
1665,Zambia,ZMB,1993,0.298154,0.106763,0.174098,0,0.017293,0,
1666,Zambia,ZMB,1994,0.282416,0.099013,0.169922,0,0.013482,0,
1667,Zambia,ZMB,1995,0.246693,0.037973,0.194083,0,0.014637,0,
1668,Zambia,ZMB,1996,0.206469,0.047333,0.143234,0,0.015902,0,
1669,Zambia,ZMB,1997,0.257753,0.053037,0.187639,0,0.017077,0,
1670,Zambia,ZMB,1998,0.243102,0.049258,0.178657,0,0.015188,0,
1671,Zambia,ZMB,1999,0.184758,0.028943,0.14319,0,0.012626,0,
1672,Zambia,ZMB,2000,0.180375,0.029264,0.135578,0,0.015532,0,
1673,Zimbabwe,ZWE,1990,1.537647,1.326647,0.182586,0,0.028413,0,
1674,Zimbabwe,ZWE,1991,1.493719,1.23077,0.228783,0,0.034166,0,
1675,Zimbabwe,ZWE,1992,1.570592,1.269824,0.266153,0,0.034615,0,
1676,Zimbabwe,ZWE,1993,1.486497,1.163189,0.285451,0,0.037857,0,
1677,Zimbabwe,ZWE,1994,1.601827,1.248148,0.313471,0,0.040208,0,
1678,Zimbabwe,ZWE,1995,1.366958,0.965154,0.365932,0,0.035872,0,
1679,Zimbabwe,ZWE,1996,1.333751,0.939095,0.358265,0,0.036391,0,
1680,Zimbabwe,ZWE,1997,1.224388,0.835512,0.349554,0,0.039321,0,
1681,Zimbabwe,ZWE,1998,1.223649,0.842681,0.342339,0,0.038629,0,
1682,Zimbabwe,ZWE,1999,1.342366,0.904706,0.403099,0,0.03456,0,
1683,Zimbabwe,ZWE,2000,1.167603,0.855421,0.27802,0,0.034162,0,
1684,Global,WLD,1990,4.280799,1.634382,1.739853,0.721032,0.092897,0.050386,0.042251
1685,Global,WLD,1991,4.299621,1.591499,1.798555,0.723178,0.093919,0.05234,0.040129
1686,Global,WLD,1992,4.110926,1.529125,1.679713,0.720616,0.096299,0.045603,0.039568
1687,Global,WLD,1993,4.090215,1.524168,1.65538,0.729199,0.098883,0.043758,0.038826
1688,Global,WLD,1994,4.057693,1.510164,1.636831,0.724656,0.103955,0.04382,0.038266
1689,Global,WLD,1995,4.084593,1.531194,1.630417,0.733033,0.108379,0.042648,0.038922
1690,Global,WLD,1996,4.14743,1.547737,1.655445,0.754658,0.109064,0.042432,0.038094
1691,Global,WLD,1997,4.114562,1.518254,1.65697,0.747057,0.11195,0.042461,0.03787
1692,Global,WLD,1998,4.044095,1.457413,1.650735,0.748996,0.110001,0.040127,0.036823
1693,Global,WLD,1999,4.076034,1.459384,1.666584,0.761699,0.113882,0.038358,0.036127
1694,Global,WLD,2000,4.139541,1.49671,1.675437,0.769453,0.117408,0.045362,0.035172
1695,Albania,ALB,1990,1.675415,0.758361,0.659396,0.14122,0.116439,0,
1696,Albania,ALB,1991,1.299249,0.44828,0.674639,0.08322,0.09311,0,
1697,Albania,ALB,1992,0.761899,0.242128,0.428721,0.059977,0.031073,0,
1698,Albania,ALB,1993,0.708332,0.181763,0.447757,0.047657,0.031154,0,
1699,Albania,ALB,1994,0.584034,0.051167,0.487199,0.030033,0.015635,0,
1700,Albania,ALB,1995,0.636064,0.049086,0.539945,0.015618,0.031415,0,
1701,Albania,ALB,1996,0.616724,0.034721,0.536496,0.01344,0.032066,0,
1702,Albania,ALB,1997,0.474229,0.013513,0.433547,0.011261,0.015908,0,
1703,Albania,ALB,1998,0.542888,0.016968,0.502264,0.010181,0.013475,0,
1704,Albania,ALB,1999,0.930784,0.034304,0.870173,0.009148,0.017159,0,
1705,Albania,ALB,2000,0.95063,0.021851,0.892452,0.0069,0.029427,0,
1706,Algeria,DZA,1990,3.007187,0.115298,0.909321,1.524724,0.117118,0.340726,
1707,Algeria,DZA,1991,3.015502,0.102908,0.99739,1.470428,0.113621,0.331155,
1708,Algeria,DZA,1992,2.986481,0.0889,1.072148,1.193786,0.112079,0.519568,
1709,Algeria,DZA,1993,2.995649,0.070322,1.023347,1.319635,0.109249,0.473097,
1710,Algeria,DZA,1994,3.083633,0.081835,1.089959,1.33822,0.100966,0.472652,
1711,Algeria,DZA,1995,3.335253,0.067933,0.950931,1.658178,0.111147,0.547065,
1712,Algeria,DZA,1996,3.339227,0.048542,0.94556,1.744609,0.103717,0.496798,
1713,Algeria,DZA,1997,2.95171,0.046863,1.018426,1.323345,0.110982,0.452095,
1714,Algeria,DZA,1998,3.562981,0.070526,1.105763,1.82596,0.11517,0.445562,
1715,Algeria,DZA,1999,3.020759,0.071596,0.731175,1.677984,0.113204,0.4268,
1716,Algeria,DZA,2000,2.671715,0.063697,0.871751,1.252145,0.123135,0.360987,
1717,Andorra,AND,1990,7.592152,0,7.592152,0,0,0,
1718,Andorra,AND,1991,7.336725,0,7.336725,0,0,0,
1719,Andorra,AND,1992,7.099907,0,7.099907,0,0,0,
1720,Andorra,AND,1993,6.937048,0,6.937048,0,0,0,
1721,Andorra,AND,1994,6.663237,0,6.663237,0,0,0,
1722,Andorra,AND,1995,6.754132,0,6.754132,0,0,0,
1723,Andorra,AND,1996,7.082732,0,7.082732,0,0,0,
1724,Andorra,AND,1997,7.194088,0,7.194088,0,0,0,
1725,Andorra,AND,1998,7.531924,0,7.531924,0,0,0,
1726,Andorra,AND,1999,7.812962,0,7.812962,0,0,0,
1727,Andorra,AND,2000,7.927016,0,7.927016,0,0,0,
1728,Angola,AGO,1990,0.4303,0,0.209245,0.085432,0.009024,0.1266,
1729,Angola,AGO,1991,0.414113,0,0.186531,0.088625,0.008715,0.130242,
1730,Angola,AGO,1992,0.408822,0,0.181278,0.084403,0.00972,0.133421,
1731,Angola,AGO,1993,0.440886,0,0.227625,0.080371,0.007836,0.125053,
1732,Angola,AGO,1994,0.287068,0,0.096349,0.072126,0.007274,0.111319,
1733,Angola,AGO,1995,0.786997,0,0.604949,0.075322,0.005857,0.100869,
1734,Angola,AGO,1996,0.724726,0,0.489354,0.072855,0.007636,0.154881,
1735,Angola,AGO,1997,0.494089,0,0.223962,0.071698,0.008221,0.190208,
1736,Angola,AGO,1998,0.472993,0,0.17978,0.070577,0.009237,0.213399,
1737,Angola,AGO,1999,0.575287,0,0.233635,0.066027,0.005281,0.270343,
1738,Angola,AGO,2000,0.580458,0,0.223719,0.066155,0.004957,0.285627,
1739,Anguilla,AIA,1990,6.16835,0,6.16835,0,0,0,
1740,Anguilla,AIA,1991,5.952884,0,5.952884,0,0,0,
1741,Anguilla,AIA,1992,6.184314,0,6.184314,0,0,0,
1742,Anguilla,AIA,1993,7.230786,0,7.230786,0,0,0,
1743,Anguilla,AIA,1994,7.049166,0,7.049166,0,0,0,
1744,Anguilla,AIA,1995,6.869284,0,6.869284,0,0,0,
1745,Anguilla,AIA,1996,7.058299,0,7.058299,0,0,0,
1746,Anguilla,AIA,1997,6.870904,0,6.870904,0,0,0,
1747,Anguilla,AIA,1998,7.387097,0,7.387097,0,0,0,
1748,Anguilla,AIA,1999,7.518,0,7.518,0,0,0,
1749,Anguilla,AIA,2000,7.96017,0,7.96017,0,0,0,
1750,Côte d'Ivoire,CIV,1990,0.401453,0,0.401453,0,0,0,
1751,Côte d'Ivoire,CIV,1991,0.348352,0,0.348352,0,0,0,
1752,Côte d'Ivoire,CIV,1992,0.29938,0,0.29938,0,0,0,
1753,Côte d'Ivoire,CIV,1993,0.382456,0,0.382456,0,0,0,
1754,Côte d'Ivoire,CIV,1994,0.299443,0,0.299443,0,0,0,
1755,Côte d'Ivoire,CIV,1995,0.427663,0,0.421005,0.006658,0,0,
1756,Côte d'Ivoire,CIV,1996,0.495264,0,0.437376,0.057888,0,0,
1757,Côte d'Ivoire,CIV,1997,0.457284,0,0.365732,0.091552,0,0,
1758,Côte d'Ivoire,CIV,1998,0.415172,0,0.311899,0.103273,0,0,
1759,Côte d'Ivoire,CIV,1999,0.363364,0,0.217078,0.146287,0,0,
1760,Côte d'Ivoire,CIV,2000,0.384728,0,0.240782,0.143946,0,0,
1761,Curaçao,CUW,1990,30.770578,0,30.770578,0,0,0,
1762,Curaçao,CUW,1991,24.621406,0,24.621406,0,0,0,
1763,Curaçao,CUW,1992,20.36979,0,20.36979,0,0,0,
1764,Curaçao,CUW,1993,31.64717,0,31.64717,0,0,0,
1765,Curaçao,CUW,1994,30.599771,0,30.599771,0,0,0,
1766,Curaçao,CUW,1995,30.58204,0,30.58204,0,0,0,
1767,Curaçao,CUW,1996,28.925317,0,28.925317,0,0,0,
1768,Curaçao,CUW,1997,30.639537,0,30.639537,0,0,0,
1769,Curaçao,CUW,1998,1.713279,0,1.713279,0,0,0,
1770,Curaçao,CUW,1999,13.017622,0,13.017622,0,0,0,
1771,Curaçao,CUW,2000,34.986908,0,34.986908,0,0,0,
1772,Czech Republic,CZE,1990,15.940946,11.98107,2.184063,1.219711,0.24164,0.044504,0.269958
1773,Czech Republic,CZE,1991,14.449585,10.939225,1.921148,1.193229,0.224094,0.038633,0.133255
1774,Czech Republic,CZE,1992,14.13163,10.260095,2.054738,1.427743,0.239397,0.038434,0.111222
1775,Czech Republic,CZE,1993,13.579827,9.763336,1.975712,1.484372,0.212673,0.036641,0.107093
1776,Czech Republic,CZE,1994,12.854316,9.19667,1.918818,1.378211,0.213964,0.035648,0.111006
1777,Czech Republic,CZE,1995,12.764832,9.196715,1.713654,1.515759,0.194441,0.035132,0.109132
1778,Czech Republic,CZE,1996,13.112755,9.248487,1.751515,1.752341,0.205571,0.033992,0.120849
1779,Czech Republic,CZE,1997,12.728243,8.845434,1.712526,1.793467,0.20268,0.03352,0.140616
1780,Czech Republic,CZE,1998,12.220314,8.151494,1.881159,1.795005,0.20145,0.033121,0.158084
1781,Czech Republic,CZE,1999,11.373624,7.377773,1.807425,1.802541,0.191519,0.030632,0.163733
1782,Czech Republic,CZE,2000,12.423993,8.484485,1.770083,1.771854,0.189244,0.031504,0.176822
1783,Democratic Republic of the Congo,COD,1990,0.118068,0.024741,0.088068,0,0.005259,0,
1784,Democratic Republic of the Congo,COD,1991,0.084222,0,0.081466,0,0.002755,0,
1785,Democratic Republic of the Congo,COD,1992,0.07326,0,0.071402,0,0.001858,0,
1786,Democratic Republic of the Congo,COD,1993,0.067263,0,0.065725,0,0.001538,0,
1787,Democratic Republic of the Congo,COD,1994,0.040909,0,0.039277,0,0.001632,0,
1788,Democratic Republic of the Congo,COD,1995,0.048598,0,0.046386,0,0.002212,0,
1789,Democratic Republic of the Congo,COD,1996,0.052384,0,0.050161,0,0.002222,0,
1790,Democratic Republic of the Congo,COD,1997,0.041842,0,0.040709,0,0.001133,0,
1791,Democratic Republic of the Congo,COD,1998,0.036071,0,0.034887,0,0.001184,0,
1792,Democratic Republic of the Congo,COD,1999,0.027896,0,0.026533,0,0.001363,0,
1793,Democratic Republic of the Congo,COD,2000,0.018363,0,0.016957,0,0.001405,0,
1794,Denmark,DNK,1990,10.415702,4.666079,4.507019,0.845597,0.171519,0.06623,0.159257
1795,Denmark,DNK,1991,12.44591,6.314046,4.708226,0.95328,0.210886,0.125922,0.133551
1796,Denmark,DNK,1992,11.282227,5.242642,4.564037,0.998407,0.23059,0.130775,0.115776
1797,Denmark,DNK,1993,11.674983,5.477998,4.620489,1.126564,0.232219,0.11206,0.105653
1798,Denmark,DNK,1994,12.409013,5.864737,4.826554,1.255501,0.228662,0.110267,0.123293
1799,Denmark,DNK,1995,11.769256,4.889979,4.971022,1.446665,0.229939,0.08665,0.145001
1800,Denmark,DNK,1996,14.244384,6.685072,5.396509,1.694922,0.243901,0.094694,0.129286
1801,Denmark,DNK,1997,12.405543,4.955131,5.143173,1.776521,0.25446,0.132163,0.144096
1802,Denmark,DNK,1998,11.55653,4.193081,4.9808,1.922294,0.262282,0.098657,0.099416
1803,Denmark,DNK,1999,11.025194,3.509873,4.935826,2.013394,0.254683,0.207962,0.103457
1804,Denmark,DNK,2000,10.168438,2.931737,4.749586,1.992264,0.25938,0.135384,0.100088
1805,French Polynesia,PYF,1990,2.082913,0,2.082913,0,0,0,
1806,French Polynesia,PYF,1991,2.023802,0,2.023802,0,0,0,
1807,French Polynesia,PYF,1992,1.885211,0,1.885211,0,0,0,
1808,French Polynesia,PYF,1993,1.916232,0,1.916232,0,0,0,
1809,French Polynesia,PYF,1994,1.947207,0,1.947207,0,0,0,
1810,French Polynesia,PYF,1995,1.868047,0,1.868047,0,0,0,
1811,French Polynesia,PYF,1996,1.853896,0,1.853896,0,0,0,
1812,French Polynesia,PYF,1997,1.900701,0,1.900701,0,0,0,
1813,French Polynesia,PYF,1998,1.855518,0,1.855518,0,0,0,
1814,French Polynesia,PYF,1999,2.018888,0,2.018888,0,0,0,
1815,French Polynesia,PYF,2000,2.27789,0,2.27789,0,0,0,
1816,Guatemala,GTM,1990,0.547316,0,0.465483,0.002015,0.079818,0,
1817,Guatemala,GTM,1991,0.530693,0,0.462585,0.001572,0.066536,0,
1818,Guatemala,GTM,1992,0.618089,0,0.553237,0.001913,0.062939,0,
1819,Guatemala,GTM,1993,0.567316,0,0.516515,0.001863,0.048938,0,
1820,Guatemala,GTM,1994,0.668769,0,0.615905,0.001816,0.051048,0,
1821,Guatemala,GTM,1995,0.683054,0,0.633256,0.00212,0.047677,0,
1822,Guatemala,GTM,1996,0.618034,0,0.572053,0.002068,0.043913,0,
1823,Guatemala,GTM,1997,0.687904,0,0.635676,0.002016,0.050213,0,
1824,Guatemala,GTM,1998,0.772476,0,0.715172,0,0.057304,0,
1825,Guatemala,GTM,1999,0.768162,0.003516,0.705088,0,0.059557,0,
1826,Guatemala,GTM,2000,0.832042,0.048686,0.712183,0,0.071173,0,
1827,Guinea-Bissau,GNB,1990,0.176886,0,0.176886,0,0,0,
1828,Guinea-Bissau,GNB,1991,0.176959,0,0.176959,0,0,0,
1829,Guinea-Bissau,GNB,1992,0.175516,0,0.175516,0,0,0,
1830,Guinea-Bissau,GNB,1993,0.17336,0,0.17336,0,0,0,
1831,Guinea-Bissau,GNB,1994,0.168132,0,0.168132,0,0,0,
1832,Guinea-Bissau,GNB,1995,0.163978,0,0.163978,0,0,0,
1833,Guinea-Bissau,GNB,1996,0.160617,0,0.160617,0,0,0,
1834,Guinea-Bissau,GNB,1997,0.173359,0,0.173359,0,0,0,
1835,Guinea-Bissau,GNB,1998,0.145437,0,0.145437,0,0,0,
1836,Guinea-Bissau,GNB,1999,0.160958,0,0.160958,0,0,0,
1837,Guinea-Bissau,GNB,2000,0.119072,0,0.119072,0,0,0,
1838,Guyana,GUY,1990,1.510491,0,1.510491,0,,0,
1839,Guyana,GUY,1991,1.487077,0,1.487077,0,,0,
1840,Guyana,GUY,1992,1.39675,0,1.39675,0,,0,
1841,Guyana,GUY,1993,1.397558,0,1.397558,0,,0,
1842,Guyana,GUY,1994,1.94554,0,1.94554,0,,0,
1843,Guyana,GUY,1995,2.086224,0,2.086224,0,,0,
1844,Guyana,GUY,1996,2.192844,0,2.192844,0,,0,
1845,Guyana,GUY,1997,2.391851,0,2.391851,0,,0,
1846,Guyana,GUY,1998,2.416206,0,2.416206,0,,0,
